id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
1576,2012-03-17,33,18,7,NA,NA,NA,NA,NA,NA,Investment,Kon'kovo,7811375.434,153248,0.127002383,0.135649789,7517,2627,5,7960,9650,5,0,350,3,0,11,3,no,0,11,6,no,no,no,yes,no,no,no,no,123000,58226,64774,16468,8851,7617,100062,55456,44606,36718,11958,24760,7517,4062,3455,7960,4280,3680,19439,10398,9041,24753,13005,11748,14528,7865,6663,314,44,0,0,7,3,260,0,0,0,315,0,0,156,126,33,35,2.764830059,1.895151245,18.65121112,1.554267593,0.085973677,0.405430841,2.130460554,0.30984434,0.723194668,9.864117,4.326147,9.045061,7.514705577,90.17646693,33,9.373478544,10.29167091,105,0.222775086,2.673301037,1.039062299,no,4.016158857,7.391888983,10.32171053,11.41139267,12.15672761,1.330559155,16,no,3.831101789,51,5.534431028,no,13.38105793,32,6.108191196,8,18.10782377,6.421839435,0.421352546,2.092463641,6.6369433859999996,4.548576704,3.1654894,1.577559919,0.61959079,1.158657775,3.2802045,1.988065452,2.691850758,0.540053685,15.88514847,0.808701904,0.69101382,3.441028687,1.042086346,0.61959079,0.427948531,0.405430841,2.130460554,0.734967657,1.272750349,3.315531943,4.39730007,0.898884127,0.431207268,satisfactory,1.7,0,0,0,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,0,0,0,10.63,2.08,3,84173,0,0,15,642.86,1071.43,857.14,1,5,4,4,1,0,0,0,3,0,1,3,2,10.61,6.72,9,344503,7,158000,51,622.45,1071.43,846.94,2,15,20,10,4,0,0,0,4,1,1,12,2,13.23,12.36,11,388900,13,199254,75,637.5,1083.33,860.42,3,23,26,17,6,0,0,0,11,1,1,21,3,22.62,8.38,25,977869,29,649350,162,703.85,1182.69,943.27,6,41,54,44,16,1,0,2,18,1,2,45,3,31.28,4.66,50,1303284,48,1356945,326,690.35,1162.38,926.37,15,84,112,85,28,1,1,5,34,1,6,79,10,990000
1577,2012-03-19,58,44,4,NA,NA,NA,NA,NA,NA,Investment,Severnoe Tushino,9249237.174,156377,0.374067926,0,10190,4116,5,11319,9891,5,0,1145,3,0,1,2,no,0,5,0,no,no,no,no,no,no,no,no,53786,24231,29555,22961,12039,10922,93843,47269,46574,39573,12538,27035,10190,5334,4856,11319,5929,5390,26095,13597,12498,11372,5629,5743,20140,10531,9609,318,50,7,1,16,9,235,0,0,0,318,0,2,165,93,58,22,2.416424326,0.951389938,11.41667926,0.951389938,0.217196396,0.253944392,1.027138227,0.455208962,1.14328493,17.51109,3.855213,8.335906,4.940261447,59.28313736,4,5.051684671,7.693263286,4,0.148522631,1.782271567,0.751043555,no,2.280164715,11.02532043,13.72271681,14.47202001,15.76384345,1.503486959,14,no,2.280164679,1,1.659976048,no,15.00693284,83,6.939525582,1,23.00170319,5.712580768,2.270736475,1.801264333,5.478529863,0.570788457,21.17817672,1.411388315,0.767692865,2.791934107,7.958149311,4.684054518,0.934666512,2.114152647,10.90622906,1.128247402,8.43171379,1.520435938,0.675449427,0.767692865,0.966255231,0.253944392,1.133408836,2.570777854,9.368874109,24.41705175,11.35852017,1.298149077,0.395126865,satisfactory,1.62,0,0,0,0,0,3,433.33,833.33,633.33,0,1,2,0,0,0,0,0,0,0,0,0,0,15.2,0,1,9881,4,174458,9,550,937.5,743.75,1,3,3,2,0,0,0,0,0,0,0,2,1,16.99,3.8,2,9881,4,174458,19,606.25,1062.5,834.38,3,4,8,3,1,0,0,1,0,0,1,5,1,20.93,5.51,2,9881,5,175858,29,638.46,1096.15,867.31,3,7,11,6,2,0,0,2,0,0,1,9,1,24.49,8.83,6,103936,15,433898,60,649.06,1103.77,876.42,7,18,19,11,4,1,0,7,4,0,1,15,1,19.58,9.37,30,829054,39,912961,140,732.31,1230.77,981.54,10,34,45,34,14,3,0,11,11,0,1,54,5,8400000
1578,2012-03-19,104,69,3,NA,NA,NA,NA,NA,NA,Investment,Timirjazevskoe,10508030.1,81887,0.331318706,0.020741326,4969,1807,4,5613,6217,8,0,1340,2,0,12,1,no,0,5,5,no,no,no,yes,no,no,no,no,57107,26917,30190,11205,5858,5347,52030,25541,26489,18652,5671,12981,4969,2557,2412,5613,2974,2639,13145,6764,6381,15474,7920,7554,9864,5162,4702,321,82,16,0,175,5,41,0,0,2,321,3,33,226,48,11,150,2.288406302,1.516392309,18.19670771,1.516392309,0.43544339,0.268447363,0.576599634,0.261179104,1.45832424,19.11669,2.829279,4.070947,1.588436344,19.06123613,99,2.670154178,3.898973382,61,0.136278288,1.635339455,0.358046709,no,8.416870063,3.798542048,6.426376712,7.082960136,8.517733561,0.707731087,5,no,2.013647936,30,0.772235619,no,4.787306448,121,5.894606915,5,14.77492287,3.302696516,2.026623034,1.187546468,6.009357482,3.759200625,18.32006448,3.413327535,0.36986123,2.205952695,3.108054448,2.992730491,2.246370884,1.524930507,5.504702967,1.69920951,2.213813198,0.268447363,1.063146839,1.464776127,0.887872748,1.320958858,0.842729036,0.84697649,3.995528623,3.867578949,3.336412513,0.313129776,0.231532803,poor,23.65,0,0,0,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,1,1,0,31.48,0,0,0,0,0,3,600,1e3,800,0,1,1,1,0,0,0,1,2,0,1,2,0,30.65,0.06,1,9500,2,13410,5,620,1e3,810,0,2,1,2,0,0,0,1,4,0,1,5,2,29.35,0.79,1,9500,5,55602,18,506.25,875,690.63,2,7,6,3,0,0,0,1,4,0,1,12,2,21.01,11.39,31,420785,7,94747,80,616.9,1028.17,822.54,9,26,22,21,1,1,0,5,10,0,2,27,7,16.48,19,145,3691689,48,1738206,380,687.43,1150,918.71,30,132,102,76,29,9,2,17,41,1,5,98,11,17400000
1579,2012-03-19,70,37,6,NA,NA,NA,NA,NA,NA,Investment,Zamoskvorech'e,4280227.098,55590,0.019885461,1.8e-9,3344,2224,4,3681,4487,4,0,1815,2,3,13,1,no,0,5,73,no,no,no,no,yes,no,no,no,108171,49958,58213,7561,3682,3879,34380,16258,18122,13649,4057,9592,3344,1681,1663,3681,1760,1921,8477,4084,4393,24212,12067,12145,6588,3227,3361,377,27,14,8,301,14,13,0,0,0,375,139,73,105,23,35,195,0.164498676,0.131598942,1.579187307,0.131598942,0.363725624,0.556645837,0.800636568,0.044862598,0.962028683,7.893366,2.177505,14.23483,1.038079123,12.45694948,32,1.230625803,1.563567164,32,0.040776715,0.489320583,1.143289107,no,13.39235133,2.659051323,0.001132425,1.784820685,2.143821605,2.659051303,4,no,2.667807171,19,1.00368213,no,1.230625803,32,1.15391668,13,8.914303539,4.381294262,1.918189399,4.030570723,3.236651354,6.289122748,6.077509882,1.479666892,0.269850063,0.588445805,3.596903968,3.518663332,0.483180251,0.50754214,6.150128544,1.382262701,1.408622418,0.934992954,0.148700938,0.148536191,0.90303337,0.556645837,0.359640524,0.366433585,1.158704189,0.746357511,0.455227061,2.081837297,0.043308721,excellent,4.87,0,18,159837,1,20000,37,700,1161.76,930.88,3,11,10,10,2,1,0,4,5,0,4,2,0,3.41,0.06,44,512983,3,29266,116,841.12,1387.85,1114.49,9,30,27,28,17,4,1,13,23,0,5,15,0,9.76,1.9,109,1508121,9,108366,271,851.02,1406.12,1128.57,26,60,69,68,35,11,2,20,34,1,7,28,1,9.31,2.09,162,2330974,13,232706,374,848.7,1401.45,1125.07,29,86,96,96,49,15,3,31,48,1,8,39,1,8.02,1.36,296,4174687,40,1054433,813,834.83,1376.82,1105.83,58,201,195,214,110,31,4,76,122,1,37,70,4,7.21,11.54,629,8592671,99,3883434,2228,891.47,1467.24,1179.36,152,519,536,561,314,126,20,139,211,1,90,167,13,7400000
1580,2012-03-19,45,30,4,NA,NA,NA,NA,NA,NA,Investment,Kuz'minki,7984443.568,142243,0.372734826,9.95363e-4,7753,4547,8,7651,10492,8,1,NA,1,0,7,8,no,0,5,1,no,no,no,yes,no,no,no,no,31167,16000,15167,16405,7985,8420,93811,46746,47065,32027,8404,23623,7753,3809,3944,7651,3675,3976,18245,8914,9331,5829,2955,2874,14430,7004,7426,502,155,0,0,29,6,312,0,0,0,500,0,0,414,35,51,98,3.121129168,2.227492219,27.43604238,2.286336865,0.304066027,0.242172104,0.491480015,0.126496925,1.230648359,6.769703,0.543225,9.115109,3.410997886,40.93197463,46,3.44532924,5.177474901,46,0.12869521,1.544342522,0.395643896,no,2.555227435,5.577086844,9.756086619,10.7435587,11.88431884,0.439176588,3,no,2.410129717,50,2.36970169,no,12.48163334,5,3.935322407,3,5.544789908,9.142350663,0.780279956,1.444660022,6.496894339,4.202347325,7.763889407,2.46133791,0.370150486,4.370296213,1.81739684,3.898561128,0.36828556,1.784792583,9.817049338,3.200372757,0.686561735,0.935801747,1.363601118,1.171808822,0.115845515,0.242172104,0.854924047,0.854161483,10.81935504,3.003613161,0.479577977,2.209987545,0.148391421,poor,28.37,0,0,0,0,0,1,1500,2500,2e3,0,0,0,0,1,0,0,0,0,0,1,3,0,37.87,0,0,0,0,0,5,1160,1900,1530,0,1,1,1,1,1,0,1,2,0,1,3,0,40.11,2.86,1,1100,1,1480,9,988.89,1611.11,1300,0,3,1,2,2,1,0,1,2,0,1,7,0,32.57,2.62,1,1100,6,49930,21,838.1,1380.95,1109.52,0,7,4,5,4,1,0,1,6,0,2,11,1,25.82,4.92,1,1100,12,490719,47,726.67,1222.22,974.44,2,14,15,10,4,2,0,3,15,0,4,18,5,23.83,9.66,13,381602,29,887148,104,691.92,1166.67,929.29,5,25,38,28,6,2,0,7,26,0,6,60,11,5490000
1581,2012-03-19,79,44,5,NA,NA,NA,NA,NA,NA,Investment,Severnoe Medvedkovo,5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,NA,1,0,6,0,no,0,0,3,no,no,no,yes,no,no,no,no,60315,27188,33127,19487,9291,10196,77062,37955,39107,26324,7691,18633,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263,95,0,0,4,3,161,0,0,0,259,0,0,124,73,62,51,2.797069822,1.891297284,22.69556741,1.891297284,0.361132428,0.344241612,0.611830429,0.051117384,0.565287176,23.7464,1.148778,4.913668,3.871166858,46.45400229,25,3.918633788,6.766348846,25,0.18000399,2.160047881,0.561629116,no,1.665857686,9.746247816,12.083703999999999,12.77425688,14.20234033,1.665857679,1,no,3.507730401,15,0.670428448,no,11.63307728,101,20.29222,7,15.85044708,8.038744726,2.160233596,1.488681514,4.397129368,2.133587581,4.813643398,3.206851436,0.379973378,4.272879342,3.113000515,4.340844499,0.756221763,2.271507885,1.823988286,2.122007441,3.755109252,0.344241612,1.142424158,1.142424158,1.028424482,0.344241612,1.154610222,0.982857088,4.490694111,8.256719108,6.634945267,5.103123969,0.64217277,good,7.66,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,18.39,15.77,0,0,0,0,7,683.33,1083.33,883.33,1,2,1,3,0,0,0,0,1,0,0,4,0,14.59,21.79,5,92600,3,35367,16,726.67,1200,963.33,1,3,5,6,1,0,0,2,3,0,0,8,0,13.49,16.6,6,108184,6,81067,22,666.67,1119.05,892.86,1,5,8,7,1,0,0,4,4,0,0,11,0,12.87,9.91,8,115507,22,2623772,58,569.23,961.54,765.38,6,22,16,12,2,0,0,6,6,0,0,25,2,11.94,11.05,28,636625,45,3758780,153,643.28,1093.28,868.28,19,44,48,30,11,1,0,14,19,1,1,70,4,12300000
1582,2012-03-19,137,70,5,NA,NA,NA,NA,NA,NA,OwnerOccupier,Fili Davydkovo,6982964.492,111374,0.348985814,0,7116,3422,5,7425,6974,7,1,NA,2,0,6,0,no,0,5,1,no,no,no,yes,no,no,no,no,89467,47710,41757,15500,7766,7734,65613,33829,31784,30261,9321,20940,7116,3589,3527,7425,3683,3742,17354,8735,8619,19098,10333,8765,13592,6775,6817,405,72,3,4,200,5,119,0,2,0,404,0,3,281,77,43,10,1.487160668,0.687970524,8.255646292,0.687970524,0.232351602,0.228698564,1.844077185,0.153899433,2.281358496,16.22715,3.372665,15.99778,1.771748447,21.26098137,22,2.139538826,3.057386842,22,0.164006778,1.968081334,0.342909175,no,4.714539005,5.13009619,8.202273607,9.252289149,10.11639625,1.040526575,6,no,1.27669593,9,0.17555043,no,8.707622189,50,12.88149123,5,19.34830287,6.95260984,0.428994734,0.43193579,4.397464933,2.704123915,20.92755924,5.641176715,0.244266508,0.389537749,4.848910724,4.184584344,2.214510424,1.989256556,5.209619964,3.070517267,4.346627787,0.911871368,1.037047489,0.806806127,2.0244828520000002,0.228698564,0.662873225,0.668490246,2.932416423,3.481088766,4.401857759,0.556739042,0.40214309,satisfactory,44.22,0,0,0,0,0,2,900,1500,1200,0,1,0,0,1,0,0,0,0,0,0,3,0,40.95,0,1,31000,0,0,2,900,1500,1200,0,1,0,0,1,0,0,1,1,0,1,4,0,29.37,0,2,46565,3,25440,9,822.22,1388.89,1105.56,0,3,2,1,3,0,0,1,1,0,1,13,0,24.32,0,2,46565,4,162440,19,864.71,1441.18,1152.94,2,4,5,4,3,1,0,2,2,0,1,19,0,28.56,2.58,7,474807,10,431236,61,1055.17,1750,1402.59,3,9,18,12,10,9,0,4,10,1,2,29,0,21.68,11.85,39,1551406,36,1480411,167,935.53,1552.63,1244.08,15,34,45,33,25,14,1,10,21,1,4,73,2,827400
1583,2012-03-19,32,31,4,NA,NA,NA,NA,NA,NA,Investment,Preobrazhenskoe,5586342.585,83502,0.086219843,0.040242764,3381,1820,2,3478,4169,3,1,2729,3,0,9,3,no,0,1,11,no,no,no,no,no,no,no,no,57405,25766,31639,7385,3709,3676,51951,25972,25979,24166,7717,16449,3381,1731,1650,3478,1711,1767,8444,4243,4201,11155,5546,5609,6372,3204,3168,251,73,0,0,121,7,50,0,0,0,251,5,22,156,55,13,48,0.822609025,0.607188709,7.286264508,0.607188709,0.108925865,0.225030542,1.295475513,0.296637534,0.96106501,14.64377,0.683517,11.11628,2.70539158,32.46469896,7,2.476338876,3.379041258,18,0.190784716,2.289416587,0.755833808,no,7.06497079,3.492669875,5.556159944,6.278752351,8.077078699,3.492669844,4,no,5.040379562,10,0.827415642,no,5.125239449,97,2.361793094,10,5.764168692,12.92057287,1.129704329,2.131126364,3.915395746,5.074789698,14.54935492,3.641994071,0.656266805,2.133421951,3.056437783,1.654629559,1.146179425,0.922057574,3.471278636,1.225459607,2.194745088,0.771773089,1.364614905,0.097018566,0.177565214,0.225030542,0.853482964,0.969247384,6.217363976,2.648912473,3.417752931,1.826614993,0.285632845,poor,3.74,0,2,40500,0,0,3,433.33,833.33,633.33,0,1,2,0,0,0,0,0,0,0,0,0,0,5.83,0.09,2,40500,0,0,13,515.38,923.08,719.23,0,4,7,2,0,0,0,4,2,0,0,4,0,7.31,1.98,8,99692,3,44400,19,516.67,916.67,716.67,1,6,9,3,0,0,0,4,3,0,0,10,0,6.5,5.4,23,411275,6,63100,43,668.29,1134.15,901.22,2,13,15,9,3,1,0,4,6,0,2,21,0,18.88,14.01,53,1066396,22,310131,129,700.83,1190.08,945.45,8,36,43,25,15,2,0,12,20,0,4,56,1,34.89,13.93,103,1753717,37,1016760,263,705.6,1192,948.8,13,73,86,58,29,4,0,23,48,0,13,98,7,3600000
1584,2012-03-19,51,29,1,NA,NA,NA,NA,NA,NA,Investment,Pechatniki,18445806.5,83369,0.030696593,0.428825818,4615,2936,5,5011,5791,5,0,730,0,0,4,5,no,0,2,8,no,no,no,yes,no,no,no,yes,43795,21145,22650,10341,5333,5008,51393,25972,25421,21635,6654,14981,4615,2428,2187,5011,2542,2469,11726,6046,5680,8822,4418,4404,8970,4633,4337,298,53,22,0,114,5,99,0,4,1,298,4,12,155,103,24,78,7.020895013,4.901383904,43.58577311,3.632147759,0.494525897,1.252056103,1.883349094,0.359595677,0.17370952,0.624284,2.847924,7.344599,1.334574365,16.01489238,16,2.911556478,5.751685171,102,0.192658755,2.311905061,0.544823581,no,6.328351761,6.164897723,9.496070395,11.08562501,11.74635139,5.295263144,2,no,6.164897718,4,0.138869741,no,14.58670149,5,11.67008119,6,6.477447717,2.070173778,0.599850128,1.057817276,6.5352627,3.628172609,7.435842566,4.410800213,1.127317573,1.391465154,7.360755525,7.259348728,2.984848458,2.716806079,1.799652456,5.96298873,1.572350854,1.742188282,1.127317573,1.214220973,0.569108945,1.252056103,2.217747356,1.345999328,5.698720062,9.878781169,3.181914368,0.491567568,0.196019462,excellent,2.26,21.82,0,0,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,1,0,0,2.37,49.47,0,0,0,0,1,300,500,400,0,1,0,0,0,0,0,0,0,0,1,1,0,2.23,52.49,2,157700,2,21022,4,300,500,400,1,3,0,0,0,0,0,0,1,0,1,4,0,7.04,37.56,2,157700,2,21022,10,487.5,875,681.25,2,3,4,1,0,0,0,0,5,0,1,6,1,15.02,19.89,3,169271,13,301222,55,585.42,1010.42,797.92,7,17,19,9,3,0,0,4,14,0,1,18,4,17.67,15.21,18,499045,46,1128951,143,660.31,1125.95,893.13,12,40,51,28,9,3,0,9,29,0,7,70,14,1000000
1585,2012-03-19,32,18,10,NA,NA,NA,NA,NA,NA,Investment,Otradnoe,10053051.74,175518,0.096270197,0.300322518,9753,5088,4,10311,12721,4,0,NA,1,0,10,3,no,0,9,6,no,yes,no,yes,no,no,no,no,61396,27916,33480,21400,11094,10306,112133,59089,53044,41985,12703,29282,9753,5044,4709,10311,5335,4976,23849,12412,11437,11588,5359,6229,18732,9663,9069,282,35,0,0,20,5,222,0,0,0,282,0,0,14,246,22,24,2.991529891,1.813033073,16.69034529,1.390862108,0.093724638,0.258267089,0.964425213,0.281102148,0.331659832,21.9851,1.388981,0.717858,1.632321935,19.58786322,23,1.795327322,2.793046569,23,0.193390601,2.320687214,0.304256973,no,5.14056776,7.368087084,9.563961025,10.14472604,11.63605008,1.677572892,5,no,4.933019854,20,0.899181307,no,9.522252504,101,12.28327312,5,15.84975914,3.632432871,0.861632803,1.033148535,6.248912598,0.773862098,13.46711669,2.130159478,0.370875966,3.104596189,1.895491036,5.453429576,1.968294559,3.850363089,5.884555378,3.035247733,2.508789072,2.515285557,0.394918215,0.65768872,1.038115006,0.258267089,0.316699875,0.300091881,0.310126037,6.253462549,4.06185978,4.171237259,0.243482463,poor,8.1,11.6,0,0,1,12000,5,666.67,1166.67,916.67,2,0,2,1,0,0,0,1,4,1,0,1,0,9.16,37.15,1,20042,5,99430,16,641.67,1125,883.33,4,4,5,1,2,0,0,2,6,1,0,2,0,6.68,36.48,6,197745,8,165200,30,664,1140,902,5,7,10,5,3,0,0,3,9,1,0,9,1,10.63,30.56,17,353367,10,184200,47,648.78,1097.56,873.17,6,12,15,11,3,0,0,3,10,1,0,16,1,18.8,19.69,19,362421,18,670355,77,660.87,1123.19,892.03,8,17,29,19,3,1,0,3,11,1,0,27,2,16.59,18.44,45,780951,46,1601894,219,701.96,1176.47,939.22,15,64,65,52,18,5,0,14,29,1,3,78,7,2000000
1586,2012-03-19,89,45,4,NA,NA,NA,NA,NA,NA,Investment,Basmannoe,8398460.622,108171,0.015233744,0.037316452,5706,3240,7,6748,7770,9,0,562,4,2,25,2,no,0,10,93,no,no,no,yes,yes,no,no,no,28179,13522,14657,13368,7159,6209,68043,34236,33807,26760,8563,18197,5706,2982,2724,6748,3664,3084,15237,8113,7124,5164,2583,2581,11631,6223,5408,746,48,0,0,643,16,35,0,3,1,746,371,114,146,62,53,196,1.354010084,0.886797064,10.64156477,0.886797064,0.127288906,0.336586085,0.780215544,0.627247279,0.797436825,10.82019,1.669704,12.20559,2.181890554,26.18268665,69,2.343445292,3.159221213,69,0.140654329,1.687851949,0.588890793,no,10.3944442,0.578373657,1.312958894,2.047925221,3.816736502,0.578373642,4,no,2.451410079,10,1.169386824,no,2.535405597,113,1.695262906,4,5.379639743,9.625657505,0.613221291,3.390244584,3.533362726,3.051626011,7.58134677,2.909245151,0.68003057,1.63257067,4.005340539,2.453237789,1.531080581,0.631828433,2.874938665,0.80811853,0.728889522,0.336586085,0.610086094,0.039504402,0.494115946,0.336586085,0.358409243,0.369974871,3.459288378,0.702418385,2.155152196,1.578833785,0.082513465,poor,0,0,6,38895,0,0,8,775,1312.5,1043.75,0,4,1,0,3,0,0,3,2,0,1,0,0,9.22,1.9,24,222508,4,85343,44,758.14,1267.44,1012.79,1,12,13,11,6,1,0,5,10,0,4,7,0,8.32,4.22,41,645287,10,282443,112,726.17,1214.95,970.56,5,34,31,26,14,2,0,11,18,0,8,13,0,5.53,7.11,97,1195663,14,525343,212,703.48,1189.05,946.27,11,58,69,47,25,2,0,15,34,0,11,29,2,4.64,11.98,204,2687115,39,1441465,604,755.22,1253.98,1004.6,39,159,167,163,59,16,1,44,79,0,26,63,5,10.05,14.25,526,6429381,98,3279525,1671,850.45,1404.97,1127.71,103,415,425,413,222,81,12,115,194,2,65,160,13,4387129
1587,2012-03-19,75,45,3,NA,NA,NA,NA,NA,NA,Investment,Mitino,12583535.69,178473,0.194702869,0.069753361,13087,6839,9,13670,17063,10,0,NA,1,0,17,6,no,0,11,4,no,no,no,no,no,no,no,no,21155,9828,11327,28563,14680,13883,120381,60040,60341,29529,9083,20446,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458,9,51,12,124,50,201,0,9,2,459,13,24,40,130,252,29,0.664867397,0.418568949,5.022827388,0.418568949,0.179922877,0.266931466,0.786800415,0.567941911,0.7455945,14.92386,1.363283,14.04971,4.468591323,53.62309588,4,3.993203404,5.133160436,4,0.120410976,1.444931716,0.838090421,no,2.527219403,14.95670321,17.74221161,18.58092722,19.77036142,2.527219414,1,no,3.130326381,37,2.627731895,no,17.65553918,83,6.911776841,1,27.81286584,9.87519522,6.478313177,1.611243717,10.64697506,1.44041064,28.06987571,0.410846455,0.263076245,1.463855102,7.582241847,7.562679514,5.09240489,3.255982181,8.967053089,3.262805383,11.08032012,0.266931466,0.35005073,1.039399599,0.376386325,0.378818755,1.209264376,1.386546625,15.06366496,17.16783619,16.54387105,4.830766572,0.052456657,good,0,0,0,0,2,12012,9,811.11,1333.33,1072.22,0,1,3,4,1,0,0,0,0,0,0,3,2,12.83,0.91,0,0,7,89492,18,716.67,1194.44,955.56,0,3,7,7,1,0,0,0,0,0,0,6,2,32.17,3.7,2,11000,7,89492,22,681.82,1136.36,909.09,0,5,8,8,1,0,0,1,1,0,0,6,3,32.93,7.25,2,11000,8,157492,24,687.5,1145.83,916.67,0,5,9,9,1,0,0,1,2,0,0,9,3,22.59,3.57,4,167000,15,281256,34,694.12,1176.47,935.29,0,7,14,10,3,0,0,1,2,0,0,18,3,16.85,3.79,8,244166,24,959680,61,878.95,1464.91,1171.93,4,7,22,17,9,1,1,6,5,0,1,25,3,3433333
